slug,car_autohome_model_id,id,source_id,name,alias,url,parent,checker_runtime_id,keywords,classified,classified_url,slug_global,logo_img,mum,first_letter,has_detailmodel,starting_price,classified_slug,thumbnail,pinyin,status,attribute,units,popular,on_sale,score,normalized_name,brand_area
car_autohome_model_884,884,3271.0,,拉共达Taraf,,,astonmartin,,",lagongdaTaraf,拉共达Taraf,lagongdaTaraf",大型车,,,a7c402a82a71c6318d9a7191fc5fd7b7.png,阿斯顿・马丁,L,1,,,a7c402a82a71c6318d9a7191fc5fd7b7.png?imageView2/1/w/160/h/80/,lagongdaTaraf,Y,国产,0,B,1,0,拉共达Taraf,
astonmartin-rapide,923,179.0,6.0,Rapide,,http://www.ganji.com/astonmartin-rapide/,astonmartin,8025.0,",Rapide,Rapide,Rapide",大型车,http://www.taoche.com/buycar/cc/1/,,aac014744bec81c3850ceabdf237ed9f8d32a1aa.jpg,阿斯顿・马丁,R,1,390.7,luxury_car,aac014744bec81c3850ceabdf237ed9f8d32a1aa.jpg?imageView2/1/w/160/h/80/,Rapide,Y,进口,0,B,1,0,Rapide,
bseries_1525,2275,1645.0,5013.0,Virage,,http://product.cheshi.com/bseries_1525/,astonmartin,,",Virage,Virage,Virage",跑车,,,61e8835b9517a2988fa93e3eccfa521b58665965.jpg,阿斯顿・马丁,V,1,443.8,sc,61e8835b9517a2988fa93e3eccfa521b58665965.jpg?imageView2/1/w/160/h/80/,Virage,Y,进口,0,B,1,0,Virage,
car_autohome_model_2846,2846,3272.0,,V12 Zagato,,,astonmartin,,",V12 Zagato,V12 Zagato,V12 Zagato",跑车,,,f8158e11e15ea38c43e6fbb082c69655.png,阿斯顿・马丁,V,1,,,f8158e11e15ea38c43e6fbb082c69655.png?imageView2/1/w/160/h/80/,V12 Zagato,Y,国产,0,B,1,0,V12 Zagato,
asidunmadingDB11,3891,2715.0,,阿斯顿・马丁DB11,,,astonmartin,,",asidun・madingDB11,阿斯顿・马丁DB11,asidun・madingDB11",跑车,,,d2df9ec76ad3e0b87130462fe5125643.png,阿斯顿・马丁,A,1,,sc,d2df9ec76ad3e0b87130462fe5125643.png?imageView2/1/w/160/h/80/,asidun・madingDB11,Y,进口,0,B,1,0,阿斯顿・马丁DB11,
benz-a,52,204.0,6.0,奔驰A级(进口),,http://www.ganji.com/benz-a/,benz,8050.0,",benchiAji(jinkou),奔驰A级(进口),benchiAji(jinkou)",紧凑型车,http://www.taoche.com/buycar/cc/7/,,d1a2af84ff1cca0cc15fed913a00dbe71be15984.jpg,奔驰(进口),B,1,30.6,compact_car,d1a2af84ff1cca0cc15fed913a00dbe71be15984.jpg?imageView2/1/w/160/h/80/,benchiAji(jinkou),Y,进口,0,B,1,0,奔驰A级(进口),
i-benz-c,56,201.0,6.0,奔驰C级(进口),,http://www.ganji.com/i-benz-c/,benz,8047.0,",benchiCji(jinkou),奔驰C级(进口),benchiCji(jinkou)",中型车,http://www.taoche.com/buycar/cc/6/,,c8ab62fcd3586977139ad3b63bee6421fc246fd1.jpg,奔驰(进口),B,1,70.2,mid_car,c8ab62fcd3586977139ad3b63bee6421fc246fd1.jpg?imageView2/1/w/160/h/80/,benchiCji(jinkou),Y,进口,0,B,1,0,奔驰C级(进口),
benz-ml,57,191.0,6.0,奔驰M级,,http://www.ganji.com/benz-ml/,benz,8037.0,",benchiMji,奔驰M级,benchiMji",中大型SUV,http://www.taoche.com/buycar/cc/8/,,c40b22fc6f7ab73f215ac9dea978e4ed792f5e1e.jpg,奔驰(进口),B,1,112.5,large_suv,c40b22fc6f7ab73f215ac9dea978e4ed792f5e1e.jpg?imageView2/1/w/160/h/80/,benchiMji,Y,进口,0,B,1,0,奔驰M级,
benz-s,59,193.0,6.0,奔驰S级,,http://www.ganji.com/benz-s/,benz,8039.0,",benchiSji,奔驰S级,benchiSji",大型车,http://www.taoche.com/buycar/cc/1/,,d85be4f29d312249db3fca55cd264e596c808f3e.jpg,奔驰(进口),B,1,183.8,luxury_car,d85be4f29d312249db3fca55cd264e596c808f3e.jpg?imageView2/1/w/160/h/80/,benchiSji,Y,进口,0,B,1,0,奔驰S级,
benz-g,60,207.0,6.0,奔驰G级,,http://www.ganji.com/benz-g/,benz,8053.0,",benchiGji,奔驰G级,benchiGji",中大型SUV,http://www.taoche.com/buycar/cc/8/,,d92bdf90cde53fddc011d9a6e7665ceb45e3a543.jpg,奔驰(进口),B,1,278.5,large_suv,d92bdf90cde53fddc011d9a6e7665ceb45e3a543.jpg?imageView2/1/w/160/h/80/,benchiGji,Y,进口,0,B,1,0,奔驰G级,
weizuojinkou,192,1477.0,2224.0,威霆(进口),,http://www.che168.com/china/benchi/weizuojinkou/,benz,,",weiting(jinkou),威霆(进口),weiting(jinkou)",MPV,,,6eb5eafd08d288d42fb5c173a7a163d3d751b8b4.jpg,奔驰(进口),W,1,38.5,mpv,6eb5eafd08d288d42fb5c173a7a163d3d751b8b4.jpg?imageView2/1/w/160/h/80/,weiting(jinkou),Y,进口,0,B,1,0,威霆(进口),
benz-e,197,197.0,6.0,奔驰E级,,http://www.ganji.com/benz-e/,benz,8043.0,",benchiEji,奔驰E级,benchiEji",中大型车,http://www.taoche.com/buycar/cc/3/,,aed522f724f161c26318f82d1b7180af349324b8.jpg,北京奔驰,B,1,64.1,large_car,aed522f724f161c26318f82d1b7180af349324b8.jpg?imageView2/1/w/180/h/90/,benchiEji,Y,合资,0,B,1,0,奔驰E级,
benz-clk,235,185.0,6.0,奔驰CLK级,,http://www.ganji.com/benz-clk/,benz,8031.0,",benchiCLKji,奔驰CLK级,benchiCLKji",跑车,http://www.taoche.com/buycar/cc/9/,,u_2195153857011.jpg,奔驰(进口),B,1,79.8,sc,u_2195153857011.jpg?imageView2/1/w/160/h/80/,benchiCLKji,Y,进口,0,B,1,0,奔驰CLK级,
benz-sl,237,194.0,6.0,奔驰SL级,,http://www.ganji.com/benz-sl/,benz,8040.0,",benchiSLji,奔驰SL级,benchiSLji",跑车,http://www.taoche.com/buycar/cc/9/,,6b84c5c5fc117ea4f0fa4ee7b2672f24761b771a.jpg,奔驰(进口),B,1,195.2,sc,6b84c5c5fc117ea4f0fa4ee7b2672f24761b771a.jpg?imageView2/1/w/160/h/80/,benchiSLji,Y,进口,0,B,1,0,奔驰SL级,
benz-slk,267,195.0,6.0,奔驰SLK级,,http://www.ganji.com/benz-slk/,benz,8041.0,",benchiSLKji,奔驰SLK级,benchiSLKji",跑车,http://www.taoche.com/buycar/cc/9/,,d06c7783b164275512d449bd4999134652c70173.jpg,奔驰(进口),B,1,77.0,sc,d06c7783b164275512d449bd4999134652c70173.jpg?imageView2/1/w/160/h/80/,benchiSLKji,Y,进口,0,B,1,0,奔驰SLK级,
weiyanuojinkou,300,1478.0,2224.0,唯雅诺(进口),,http://www.che168.com/china/benchi/weiyanuojinkou/,benz,,",weiyanuo(jinkou),唯雅诺(进口),weiyanuo(jinkou)",MPV,,,913f465a527f9c3343d79496fd6175a62d9b709f.jpg,奔驰(进口),W,1,56.4,mpv,913f465a527f9c3343d79496fd6175a62d9b709f.jpg?imageView2/1/w/160/h/80/,weiyanuo(jinkou),Y,进口,0,B,1,0,唯雅诺(进口),
benz-cls,365,186.0,6.0,奔驰CLS级,,http://www.ganji.com/benz-cls/,benz,8032.0,",benchiCLSji,奔驰CLS级,benchiCLSji",中大型车,http://www.taoche.com/buycar/cc/3/,,242e47f61f775dddbe254ea064c6406f7c0e9763.jpg,奔驰(进口),B,1,113.0,large_car,242e47f61f775dddbe254ea064c6406f7c0e9763.jpg?imageView2/1/w/160/h/80/,benchiCLSji,Y,进口,0,B,1,0,奔驰CLS级,
benz-b,398,198.0,6.0,奔驰B级,,http://www.ganji.com/benz-b/,benz,8044.0,",benchiBji,奔驰B级,benchiBji",紧凑型车,http://www.taoche.com/buycar/cc/7/,,71755a3c48ec7767924d77a79989edc058a873c9.jpg,奔驰(进口),B,1,32.2,compact_car,71755a3c48ec7767924d77a79989edc058a873c9.jpg?imageView2/1/w/160/h/80/,benchiBji,Y,进口,0,B,1,0,奔驰B级,
i-benz-e,450,200.0,6.0,奔驰E级(进口),,http://www.ganji.com/i-benz-e/,benz,8046.0,",benchiEji(jinkou),奔驰E级(进口),benchiEji(jinkou)",中大型车,http://www.taoche.com/buycar/cc/3/,,ec00b80ea69a1366b3e8a64e1ef58f90f3f85368.jpg,奔驰(进口),B,1,73.5,large_car,ec00b80ea69a1366b3e8a64e1ef58f90f3f85368.jpg?imageView2/1/w/160/h/80/,benchiEji(jinkou),Y,进口,0,B,1,0,奔驰E级(进口),
benz-gl,467,188.0,6.0,奔驰GL级,,http://www.ganji.com/benz-gl/,benz,8034.0,",benchiGLji,奔驰GL级,benchiGLji",大型SUV,http://www.taoche.com/buycar/cc/8/,,183838852b7ed9a2273c46f12c038a3a411c546d.jpg,奔驰(进口),B,1,145.7,full_suv,183838852b7ed9a2273c46f12c038a3a411c546d.jpg?imageView2/1/w/160/h/80/,benchiGLji,Y,进口,0,B,1,0,奔驰GL级,
benz-r,469,192.0,6.0,奔驰R级,,http://www.ganji.com/benz-r/,benz,8038.0,",benchiRji,奔驰R级,benchiRji",MPV,http://www.taoche.com/buycar/cc/5/,,8b7f2c78b38cef8749627561917b3cccdd0b7a2f.jpg,奔驰(进口),B,1,81.2,mpv,8b7f2c78b38cef8749627561917b3cccdd0b7a2f.jpg?imageView2/1/w/160/h/80/,benchiRji,Y,进口,0,B,1,0,奔驰R级,
benz-c,588,196.0,6.0,奔驰C级,,http://www.ganji.com/benz-c/,benz,8042.0,",benchiCji,奔驰C级,benchiCji",中型车,http://www.taoche.com/buycar/cc/6/,,b7f7441be0ecd37951cac0ffc178bdae.jpg,北京奔驰,B,1,40.2,mid_car,b7f7441be0ecd37951cac0ffc178bdae.jpg?imageView2/1/w/180/h/90/,benchiCji,Y,合资,0,B,1,0,奔驰C级,
benz-glk-jinkou,595,208.0,6.0,奔驰GLK级(进口),,http://www.ganji.com/benz-glk-jinkou/,benz,8054.0,",benchiGLKji(jinkou),奔驰GLK级(进口),benchiGLKji(jinkou)",中型SUV,http://www.taoche.com/buycar/cc/8/,,05c18913d732650eab21de140745ae39d893d59c.jpg,奔驰(进口),B,1,58.9,mid_suv,05c18913d732650eab21de140745ae39d893d59c.jpg?imageView2/1/w/160/h/80/,benchiGLKji(jinkou),Y,进口,0,B,1,0,奔驰GLK级(进口),
benz-cl,683,187.0,6.0,奔驰CL级,,http://www.ganji.com/benz-cl/,benz,8033.0,",benchiCLji,奔驰CL级,benchiCLji",跑车,,,u_20110709100823598264.jpg,奔驰(进口),B,1,115.8,sc,u_20110709100823598264.jpg?imageView2/1/w/160/h/80/,benchiCLji,Y,进口,0,B,1,0,奔驰CL级,
benz-sls-amg,914,2368.0,0.0,奔驰SLS级AMG,,,benz,,",benchiSLSjiAMG,奔驰SLS级AMG,benchiSLSjiAMG",跑车,,,benchislsjiamg.jpg,梅赛德斯-AMG,B,1,332.0,sc,benchislsjiamg.jpg?imageView2/1/w/160/h/80/,benchiSLSjiAMG,Y,进口,0,B,1,0,奔驰SLS级AMG,
car_autohome_model_2005,2005,3273.0,,Sprinter,,,benz,,",Sprinter,Sprinter,Sprinter",MPV,,,06594756818db44353066e9103914e26.png,奔驰(进口),S,1,,,06594756818db44353066e9103914e26.png?imageView2/1/w/160/h/80/,Sprinter,Y,国产,0,B,1,0,Sprinter,
benz-viano,2034,206.0,6.0,唯雅诺,,http://www.ganji.com/benz-viano/,benz,8052.0,",weiyanuo,唯雅诺,weiyanuo",MPV,http://www.taoche.com/buycar/cc/5/,,27418f0482a30b8d396b10926aae96eabd2fd4a7.jpg,福建奔驰,W,1,50.5,mpv,27418f0482a30b8d396b10926aae96eabd2fd4a7.jpg?imageView2/1/w/160/h/80/,weiyanuo,Y,合资,0,B,1,0,唯雅诺,
benz-vito,2084,199.0,6.0,威霆,,http://www.ganji.com/benz-vito/,benz,8045.0,",weiting,威霆,weiting",MPV,http://www.taoche.com/buycar/cc/5/,,6eb5eafd08d288d42fb5c173a7a163d3d751b8b4.jpg,福建奔驰,W,1,34.3,mpv,6eb5eafd08d288d42fb5c173a7a163d3d751b8b4.jpg?imageView2/1/w/160/h/80/,weiting,Y,合资,0,B,1,0,威霆,
benz-s-amg,2197,2370.0,0.0,奔驰S级AMG,,,benz,,",benchiSjiAMG,奔驰S级AMG,benchiSjiAMG",大型车,,,benchisjiamg.jpg,梅赛德斯-AMG,B,1,294.8,luxury_car,benchisjiamg.jpg?imageView2/1/w/160/h/80/,benchiSjiAMG,Y,进口,0,B,1,0,奔驰S级AMG,
benz-glk,2562,189.0,6.0,奔驰GLK级,,http://www.ganji.com/benz-glk/,benz,8035.0,",benchiGLKji,奔驰GLK级,benchiGLKji",中型SUV,http://www.taoche.com/buycar/cc/8/,,05c18913d732650eab21de140745ae39d893d59c.jpg,北京奔驰,B,1,48.0,mid_suv,05c18913d732650eab21de140745ae39d893d59c.jpg?imageView2/1/w/160/h/80/,benchiGLKji,Y,合资,0,B,1,0,奔驰GLK级,
benz-sprinter,2564,190.0,6.0,凌特,,http://www.ganji.com/benz-sprinter/,benz,8036.0,",lingte,凌特,lingte",轻客,,,6d6ebaa0b53afd727dc3ef604a07c924e456d7ba.jpg,福建奔驰,L,1,44.9,qk,6d6ebaa0b53afd727dc3ef604a07c924e456d7ba.jpg?imageView2/1/w/160/h/80/,lingte,Y,合资,0,B,1,0,凌特,
benz-c-amg,2717,2363.0,0.0,奔驰C级AMG,,,benz,,",benchiCjiAMG,奔驰C级AMG,benchiCjiAMG",中型车,,,benchicjiamg.jpg,梅赛德斯-AMG,B,1,116.0,mid_car,benchicjiamg.jpg?imageView2/1/w/160/h/80/,benchiCjiAMG,Y,进口,0,B,1,0,奔驰C级AMG,
benz-e-amg,2718,2359.0,0.0,奔驰E级AMG,,,benz,,",benchiEjiAMG,奔驰E级AMG,benchiEjiAMG",中大型车,,,benchiejiamg.jpg,梅赛德斯-AMG,B,1,148.8,large_car,benchiejiamg.jpg?imageView2/1/w/160/h/80/,benchiEjiAMG,Y,进口,0,B,1,0,奔驰E级AMG,
benz-cls-amg,2719,2362.0,0.0,奔驰CLS级AMG,,,benz,,",benchiCLSjiAMG,奔驰CLS级AMG,benchiCLSjiAMG",中大型车,,,benchiclsjiamg.jpg,梅赛德斯-AMG,B,1,182.5,large_car,benchiclsjiamg.jpg?imageView2/1/w/160/h/80/,benchiCLSjiAMG,Y,进口,0,B,1,0,奔驰CLS级AMG,
benz-sl-amg,2720,2369.0,0.0,奔驰SL级AMG,,,benz,,",benchiSLjiAMG,奔驰SL级AMG,benchiSLjiAMG",跑车,,,benchisljiamg.jpg,梅赛德斯-AMG,B,1,248.3,sc,benchisljiamg.jpg?imageView2/1/w/160/h/80/,benchiSLjiAMG,Y,进口,0,B,1,0,奔驰SL级AMG,
benz-slk-amg,2721,2367.0,0.0,奔驰SLK级AMG,,,benz,,",benchiSLKjiAMG,奔驰SLK级AMG,benchiSLKjiAMG",跑车,,,benchislkjiamg.jpg,梅赛德斯-AMG,B,1,129.9,sc,benchislkjiamg.jpg?imageView2/1/w/160/h/80/,benchiSLKjiAMG,Y,进口,0,B,1,0,奔驰SLK级AMG,
benz-m-amg,2722,2366.0,0.0,奔驰M级AMG,,,benz,,",benchiMjiAMG,奔驰M级AMG,benchiMjiAMG",中大型SUV,,,benchimjiamg.jpg,梅赛德斯-AMG,B,1,197.0,large_suv,benchimjiamg.jpg?imageView2/1/w/160/h/80/,benchiMjiAMG,Y,进口,0,B,1,0,奔驰M级AMG,
benz-g-amg,2723,2365.0,0.0,奔驰G级AMG,,,benz,,",benchiGjiAMG,奔驰G级AMG,benchiGjiAMG",中大型SUV,,,benchigjiamg.jpg,梅赛德斯-AMG,B,1,257.4,large_suv,benchigjiamg.jpg?imageView2/1/w/160/h/80/,benchiGjiAMG,Y,进口,0,B,1,0,奔驰G级AMG,
benz-gl-amg,2833,2364.0,0.0,奔驰GL级AMG,,,benz,,",benchiGLjiAMG,奔驰GL级AMG,benchiGLjiAMG",大型SUV,,,benchigljiamg.jpg,梅赛德斯-AMG,B,1,206.4,full_suv,benchigljiamg.jpg?imageView2/1/w/160/h/80/,benchiGLjiAMG,Y,进口,0,B,1,0,奔驰GL级AMG,
benz-a-amg,2842,2360.0,0.0,奔驰A级AMG(进口),,,benz,,",benchiAjiAMG,奔驰A级AMG,benchiAjiAMG",紧凑型车,,,benchiajiamg.jpg,梅赛德斯-AMG,B,1,49.8,compact_car,benchiajiamg.jpg?imageView2/1/w/160/h/80/,benchiAjiAMG,Y,进口,0,B,1,0,奔驰A级AMG,
benchiCLAjijinkou_1,2966,2415.0,,奔驰CLA级,,,benz,,",benchiCLAji,奔驰CLA级,benchiCLAji",紧凑型车,,,0dd39bfbbbb898733902edc17e561364.jpg,奔驰(进口),B,1,32.7,compact_car,0dd39bfbbbb898733902edc17e561364.jpg?imageView2/1/w/160/h/80/,benchiCLAji,Y,进口,0,B,1,0,奔驰CLA级,
benz-cla-amg,2967,2361.0,0.0,奔驰CLA级AMG,,,benz,,",benchiCLAjiAMG,奔驰CLA级AMG,benchiCLAjiAMG",紧凑型车,,,benchiclajiamg.jpg,梅赛德斯-AMG,B,1,59.8,compact_car,benchiclajiamg.jpg?imageView2/1/w/160/h/80/,benchiCLAjiAMG,Y,进口,0,B,1,0,奔驰CLA级AMG,
benchiGLAjijinkou,3079,2485.0,,奔驰GLA(进口),,,benz,,",benchiGLA(jinkou),奔驰GLA(进口),benchiGLA(jinkou)",紧凑型SUV,,,ab29841def343a09a1429a06952155cf.jpg,奔驰(进口),B,1,35.5,compact_suv,ab29841def343a09a1429a06952155cf.jpg?imageView2/1/w/160/h/80/,benchiGLA(jinkou),Y,进口,0,B,1,0,奔驰GLA(进口),
benchiGLAji,3248,2484.0,,奔驰GLA,,,benz,,",benchiGLA,奔驰GLA,benchiGLA",紧凑型SUV,,,ab29841def343a09a1429a06952155cf.jpg,北京奔驰,B,1,32.5,compact_suv,ab29841def343a09a1429a06952155cf.jpg?imageView2/1/w/180/h/90/,benchiGLA,Y,合资,0,B,1,0,奔驰GLA,
benchiGLAjiAMG,3264,2486.0,,奔驰GLA AMG,,,benz,,",benchiGLA AMG,奔驰GLA AMG,benchiGLA AMG",紧凑型SUV,,,5cbea53484c09ad284585efc7110d4a9.jpg,梅赛德斯-AMG,B,1,59.8,compact_suv,5cbea53484c09ad284585efc7110d4a9.jpg?imageView2/1/w/160/h/80/,benchiGLA AMG,Y,进口,0,B,1,0,奔驰GLA AMG,
benchiSLCjijinkou,3278,2730.0,,奔驰SLC级,,,benz,,",benchiSLCji,奔驰SLC级,benchiSLCji",跑车,,,10587686288b759fb72d5a4bfb733e1c.png,奔驰(进口),B,1,,sc,10587686288b759fb72d5a4bfb733e1c.png?imageView2/1/w/160/h/80/,benchiSLCji,Y,进口,0,B,1,0,奔驰SLC级,
bnchGLCjnku,3339,2749.0,,奔驰GLC(进口),,,benz,,",benchiGLC(jinkou),奔驰GLC(进口),benchiGLC(jinkou)",中型SUV,,,a6d812e35bad9156e797acec69984c8f.png,奔驰(进口),B,1,,mid_suv,a6d812e35bad9156e797acec69984c8f.png?imageView2/1/w/160/h/80/,benchiGLC(jinkou),Y,进口,0,B,1,0,奔驰GLC(进口),
benchi-amg-gts,3451,2517.0,,AMG GT,,,benz,,",AMG GT,AMG GT,AMG GT",跑车,,,3390bbde7fc3f5249b641b04af89bcea.jpg,梅赛德斯-AMG,A,1,168.8,sc,3390bbde7fc3f5249b641b04af89bcea.jpg?imageView2/1/w/160/h/80/,AMG GT,Y,进口,0,B,1,0,AMG GT,
car_autohome_model_3665,3665,3274.0,,迈巴赫S级,,,benz,,",maibaheSji,迈巴赫S级,maibaheSji",大型车,,,3a25a4a8cf68ec586e13e911b4635a44.png,梅赛德斯-迈巴赫,M,1,,,3a25a4a8cf68ec586e13e911b4635a44.png?imageView2/1/w/160/h/80/,maibaheSji,Y,国产,0,B,1,0,迈巴赫S级,
benchiGLEjinkou,3683,2557.0,,奔驰GLE,,,benz,,",benchiGLE,奔驰GLE,benchiGLE",中大型SUV,,,7797878058b14f5a8ae05fe7c684d6ad.png,奔驰(进口),B,1,,large_suv,7797878058b14f5a8ae05fe7c684d6ad.png?imageView2/1/w/160/h/80/,benchiGLE,Y,进口,0,B,1,0,奔驰GLE,
benchiGLSjinkou,3688,2631.0,,奔驰GLS,,,benz,,",benchiGLS,奔驰GLS,benchiGLS",大型SUV,,,1972cf03885f8c66f7a58b22564844e9.jpg,奔驰(进口),B,1,,large_suv,1972cf03885f8c66f7a58b22564844e9.jpg?imageView2/1/w/160/h/80/,benchiGLS,Y,进口,0,B,1,0,奔驰GLS,
benchiGLEjiAMG,3704,2558.0,,奔驰GLE AMG,,,benz,,",benchiGLE AMG,奔驰GLE AMG,benchiGLE AMG",中大型SUV,,,0e681f6d1f4de329a6f018486c0db8ef.png,梅赛德斯-AMG,B,1,,large_suv,0e681f6d1f4de329a6f018486c0db8ef.png?imageView2/1/w/160/h/80/,benchiGLE AMG,Y,进口,0,B,1,0,奔驰GLE AMG,
benchiVji,3823,2628.0,,奔驰V级,,,benz,,",benchiVji,奔驰V级,benchiVji",MPV,,,13d5cd7b0bcbd5adae3eef493c539180.jpg,福建奔驰,B,1,,mpv,13d5cd7b0bcbd5adae3eef493c539180.jpg?imageView2/1/w/160/h/80/,benchiVji,Y,合资,0,B,1,0,奔驰V级,
benchiGLCji,3862,2583.0,,奔驰GLC,,,benz,,",benchiGLC,奔驰GLC,benchiGLC",中型SUV,,,30d6f857b4cb7d9249b813a4cf2559bc.png,北京奔驰,B,1,,mid_suv,30d6f857b4cb7d9249b813a4cf2559bc.png?imageView2/1/w/160/h/80/,benchiGLC,Y,合资,0,B,1,0,奔驰GLC,
benchiGLSjiAMG,3901,2638.0,,奔驰GLS AMG,,,benz,,",benchiGLS AMG,奔驰GLS AMG,benchiGLS AMG",大型SUV,,,c557450fd3f0eab64f55c3ad040a539c.jpg,梅赛德斯-AMG,B,1,,large_suv,c557450fd3f0eab64f55c3ad040a539c.jpg?imageView2/1/w/160/h/80/,benchiGLS AMG,Y,进口,0,B,1,0,奔驰GLS AMG,
car_autohome_model_4344,4344,3275.0,,奔驰S级新能源,,,benz,,",benchiSjixinnengyuan,奔驰S级新能源,benchiSjixinnengyuan",大型车,,,d119d96238e7225fec30b30fddbf627c.png,奔驰(进口),B,1,,,d119d96238e7225fec30b30fddbf627c.png?imageView2/1/w/160/h/80/,benchiSjixinnengyuan,Y,国产,0,B,1,0,奔驰S级新能源,
car_autohome_model_4346,4346,3276.0,,奔驰GLE新能源,,,benz,,",benchiGLExinnengyuan,奔驰GLE新能源,benchiGLExinnengyuan",中大型SUV,,,e8ac3ae0c11e95a53a479578656b4115.png,奔驰(进口),B,1,,,e8ac3ae0c11e95a53a479578656b4115.png?imageView2/1/w/160/h/80/,benchiGLExinnengyuan,Y,国产,0,B,1,0,奔驰GLE新能源,
car_autohome_model_4349,4349,3277.0,,奔驰C级新能源,,,benz,,",benchiCjixinnengyuan,奔驰C级新能源,benchiCjixinnengyuan",中型车,,,b25c2574937287099c275ef99f6d2e9e.png,北京奔驰,B,1,,,b25c2574937287099c275ef99f6d2e9e.png?imageView2/1/w/160/h/80/,benchiCjixinnengyuan,Y,国产,0,B,1,0,奔驰C级新能源,
bujiadiweihang,390,336.0,6.0,威航,,http://www.ganji.com/bujiadiweihang/,bujiadi,8182.0,",weihang,威航,weihang",跑车,http://www.taoche.com/buycar/cc/9/,,19a06f8751bc9a06b8da3841c4fc2853.jpg,布加迪,W,1,3457.1,sc,19a06f8751bc9a06b8da3841c4fc2853.jpg?imageView2/1/w/160/h/80/,weihang,Y,进口,0,B,1,0,威航,
junwei,164,1247.0,1.0,君威,,www.baixing.com/ershouqiche/m9558/,buick,,",junwei,君威,junwei",中型车,,,8cd992d52485687df2d6ea24326ae065f0c93a95.jpg,上汽通用别克,J,1,22.9,mid_car,8cd992d52485687df2d6ea24326ae065f0c93a95.jpg?imageView2/1/w/160/h/80/,junwei,Y,合资,0,B,1,0,君威,
buick-gl8,166,213.0,6.0,别克GL8,,http://www.ganji.com/buick-gl8/,buick,8059.0,",biekeGL8,别克GL8,biekeGL8",MPV,http://www.taoche.com/buycar/cc/5/,,277c1888acd15e87d199ae7fa47175444191ece9.jpg,上汽通用别克,B,1,28.7,mpv,277c1888acd15e87d199ae7fa47175444191ece9.jpg?imageView2/1/w/160/h/80/,biekeGL8,Y,合资,0,B,1,0,别克GL8,
rongyu,344,1248.0,1.0,荣御,,www.baixing.com/ershouqiche/m9553/,buick,,",rongyu,荣御,rongyu",中大型车,http://www.taoche.com/buycar/cc/3/,,5c56d2ba14ac895523fc3306580b6122.jpg,上汽通用别克,R,1,44.0,large_car,5c56d2ba14ac895523fc3306580b6122.jpg?imageView2/1/w/160/h/80/,rongyu,Y,合资,0,B,1,0,荣御,
buick-linyindadao,525,220.0,6.0,林荫大道,,http://www.ganji.com/buick-linyindadao/,buick,8066.0,",linyindadao,林荫大道,linyindadao",中大型车,http://www.taoche.com/buycar/cc/3/,,339d3d35d36db1aa2dba6831538bc34f8ec01d95.jpg,上汽通用别克,L,1,39.3,large_car,339d3d35d36db1aa2dba6831538bc34f8ec01d95.jpg?imageView2/1/w/160/h/80/,linyindadao,Y,合资,0,B,1,0,林荫大道,
buick-enclave,592,214.0,6.0,昂科雷,,http://www.ganji.com/buick-enclave/,buick,8060.0,",angkelei,昂科雷,angkelei",中大型SUV,http://www.taoche.com/buycar/cc/8/,,ceb44fa9b8229be29c6e12b027d7ff1aae7e3cf1.jpg,别克(进口),A,1,47.5,large_suv,ceb44fa9b8229be29c6e12b027d7ff1aae7e3cf1.jpg?imageView2/1/w/160/h/80/,angkelei,Y,进口,0,B,1,0,昂科雷,
buick-junyue,834,216.0,6.0,君越,,http://www.ganji.com/buick-junyue/,buick,8062.0,",junyue,君越,junyue",中型车,http://www.taoche.com/buycar/cc/3/,,a6a2395db9f775ed81ec55f5a61db4f0bc19c2b3.jpg,上汽通用别克,J,1,26.4,mid_car,a6a2395db9f775ed81ec55f5a61db4f0bc19c2b3.jpg?imageView2/1/w/160/h/80/,junyue,Y,合资,0,B,1,0,君越,
buick-kaiyue,875,217.0,6.0,凯越,,http://www.ganji.com/buick-kaiyue/,buick,8063.0,",kaiyue,凯越,kaiyue",紧凑型车,http://www.taoche.com/buycar/cc/7/,,42cb9615bb01257ffe7d20481b0594bced6e5136.jpg,上汽通用别克,K,1,12.5,compact_car,42cb9615bb01257ffe7d20481b0594bced6e5136.jpg?imageView2/1/w/160/h/80/,kaiyue,Y,合资,0,B,1,0,凯越,
buick-yinglang,982,2047.0,0.0,英朗,,,buick,,",yinglang,英朗,yinglang",紧凑型车,,,0b717f743dc52eda8d4df46445c1171c1289f56b.jpg,上汽通用别克,Y,1,15.5,compact_car,0b717f743dc52eda8d4df46445c1171c1289f56b.jpg?imageView2/1/w/160/h/80/,yinglang,Y,合资,0,B,1,0,英朗,
buick-angkela,2896,2048.0,0.0,昂科拉,,,buick,,",angkela,昂科拉,angkela",小型SUV,,,72223f890a9c303ce7f83f3731057a5f836524ca.jpg,上汽通用别克,A,1,17.2,compact_suv,72223f890a9c303ce7f83f3731057a5f836524ca.jpg?imageView2/1/w/160/h/80/,angkela,Y,合资,0,B,1,0,昂科拉,
biekeangkewei,3554,2401.0,,昂科威,,,buick,,",angkewei,昂科威,angkewei",中型SUV,,,a71029e661c6646565487f79aa7963a5.jpg,上汽通用别克,A,1,27.8,mid_suv,a71029e661c6646565487f79aa7963a5.jpg?imageView2/1/w/160/h/80/,angkewei,Y,合资,0,B,1,0,昂科威,
