slug,car_autohome_model_id,id,source_id,name,alias,url,parent,checker_runtime_id,keywords,classified,classified_url,slug_global,logo_img,mum,first_letter,has_detailmodel,starting_price,classified_slug,thumbnail,pinyin,status,attribute,units,popular,on_sale,score,normalized_name,brand_area
shuaibao,1015,686.0,6.0,帅豹,,http://www.ganji.com/shuaibao/,jiao,8532.0,",shuaibao,帅豹,shuaibao",紧凑型SUV,http://www.taoche.com/buycar/cc/8/,,shuaibao.jpg,广汽吉奥,S,1,13.2,compact_suv,shuaibao.jpg?imageView2/1/w/160/h/80/,shuaibao,Y,国产,0,B,1,0,帅豹,
aoxuang3,2114,688.0,6.0,奥轩G3,,http://www.ganji.com/aoxuang3/,jiao,8534.0,",aoxuanG3,奥轩G3,aoxuanG3",紧凑型SUV,,,aoxuang3.jpg,广汽吉奥,A,1,9.4,compact_suv,aoxuang3.jpg?imageView2/1/w/160/h/80/,aoxuanG3,Y,国产,0,B,1,0,奥轩G3,
aoxuang5,2306,691.0,6.0,奥轩G5,,http://www.ganji.com/aoxuang5/,jiao,8537.0,",aoxuanG5,奥轩G5,aoxuanG5",中型SUV,http://www.taoche.com/buycar/cc/8/,,c8055aaf77880721d6fd68163bee083c0eca0ba4.jpg,广汽吉奥,A,1,11.5,mid_suv,c8055aaf77880721d6fd68163bee083c0eca0ba4.jpg?imageView2/1/w/160/h/80/,aoxuanG5,Y,国产,0,B,1,0,奥轩G5,
jiao-xingwang,2488,690.0,6.0,星旺,,http://www.ganji.com/jiao-xingwang/,jiao,8536.0,",xingwang,星旺,xingwang",微面,http://www.taoche.com/buycar/cc/11/,,98a379dc18754f7ab3421976db1d75ec84b41a87.jpg,广汽吉奥,X,1,3.4,mb,98a379dc18754f7ab3421976db1d75ec84b41a87.jpg?imageView2/1/w/160/h/80/,xingwang,Y,国产,0,B,1,0,星旺,
car_autohome_model_2568,2568,3373.0,,财运500,,,jiao,,",caiyun500,财运500,caiyun500",皮卡,,,aed936757871df1000c51c02a596e2af.png,广汽吉奥,C,1,,,aed936757871df1000c51c02a596e2af.png?imageView2/1/w/160/h/80/,caiyun500,Y,国产,0,B,1,0,财运500,
car_autohome_model_2571,2571,3374.0,,财运300,,,jiao,,",caiyun300,财运300,caiyun300",皮卡,,,ef3543378b35db229b5e44b93a5d1672.png,广汽吉奥,C,1,,,ef3543378b35db229b5e44b93a5d1672.png?imageView2/1/w/160/h/80/,caiyun300,Y,国产,0,B,1,0,财运300,
caiyun,2599,677.0,6.0,财运100,,http://www.ganji.com/caiyun/,jiao,8523.0,",caiyun100,财运100,caiyun100",皮卡,http://www.taoche.com/buycar/cc/12/,,jiaocaiyun.jpg,广汽吉奥,C,1,6.4,pickup,jiaocaiyun.jpg?imageView2/1/w/160/h/80/,caiyun100,Y,国产,0,B,1,0,财运100,
jiao-gx5,2774,678.0,6.0,奥轩GX5,,http://www.ganji.com/jiao-gx5/,jiao,8524.0,",aoxuanGX5,奥轩GX5,aoxuanGX5",中型SUV,,,jiaoGX5.jpg,广汽吉奥,A,1,12.9,mid_suv,jiaoGX5.jpg?imageView2/1/w/160/h/80/,aoxuanGX5,Y,国产,0,B,1,0,奥轩GX5,
car_autohome_model_2885,2885,3375.0,,星旺CL,,,jiao,,",xingwangCL,星旺CL,xingwangCL",微面,,,c78e37b04042cc0dce0dcd88f2694ddf.png,广汽吉奥,X,1,,,c78e37b04042cc0dce0dcd88f2694ddf.png?imageView2/1/w/160/h/80/,xingwangCL,Y,国产,0,B,1,0,星旺CL,
jiao-xinlang,3134,2271.0,0.0,星朗,,,jiao,,",xinglang,星朗,xinglang",MPV,,,jiaoxinglang.jpg,广汽吉奥,X,1,6.2,mpv,jiaoxinglang.jpg?imageView2/1/w/160/h/80/,xinglang,Y,国产,0,B,1,0,星朗,
joEmi,3272,2777.0,,E美,,,jiao,,",Emei,E美,Emei",紧凑型车,,,3f6e3fa54c30cdfc4796cb798ac887fc.png,广汽吉奥,E,1,,compact_car,3f6e3fa54c30cdfc4796cb798ac887fc.png?imageView2/1/w/160/h/80/,Emei,Y,国产,0,B,1,0,E美,
joGX6,3477,2774.0,,广汽吉奥GX6,,,jiao,,",guangqijiaoGX6,广汽吉奥GX6,guangqijiaoGX6",中型SUV,,,b95bc2edecb31fbc64d19133d61ff11c.png,广汽吉奥,G,1,,mid_suv,b95bc2edecb31fbc64d19133d61ff11c.png?imageView2/1/w/160/h/80/,guangqijiaoGX6,Y,国产,0,B,1,0,广汽吉奥GX6,
car_autohome_model_911,911,3378.0,,X-BOW,,,car_autohome_brand_109,,",X-BOW,X-BOW,X-BOW",跑车,,,3f45d50ad6935c5809a8d1f36e6a1045.png,KTM,X,1,,,3f45d50ad6935c5809a8d1f36e6a1045.png?imageView2/1/w/160/h/80/,X-BOW,Y,国产,0,B,1,0,X-BOW,
xiali,101,1199.0,6.0,夏利,,http://www.ganji.com/xiali/,car_autohome_brand_110,9045.0,",xiali,夏利,xiali",小型车,http://www.taoche.com/buycar/cc/4/,,e88c18748dc4455a7c29e2814b2e6ecb.jpg,天津一汽,X,1,4.1,small_car,e88c18748dc4455a7c29e2814b2e6ecb.jpg?imageView2/1/w/160/h/80/,xiali,Y,国产,0,B,1,0,夏利,
weizi,104,1206.0,6.0,威姿,,http://www.ganji.com/weizi/,car_autohome_brand_110,9052.0,",weizi,威姿,weizi",小型车,http://www.taoche.com/buycar/cc/4/,,yiqi(tianjin)weizi.jpg,天津一汽,W,1,9.4,small_car,yiqi(tianjin)weizi.jpg?imageView2/1/w/160/h/80/,weizi,Y,国产,0,B,1,0,威姿,
weile,106,1200.0,6.0,威乐,,http://www.ganji.com/weile/,car_autohome_brand_110,9046.0,",weile,威乐,weile",小型车,http://www.taoche.com/buycar/cc/4/,,f08b02f9b5e082d5175d0ad5f2e3a21b8e5c2ab6.jpg,天津一汽,W,1,7.6,small_car,f08b02f9b5e082d5175d0ad5f2e3a21b8e5c2ab6.jpg?imageView2/1/w/160/h/80/,weile,Y,国产,0,B,1,0,威乐,
weizhi,444,1205.0,6.0,威志,,http://www.ganji.com/weizhi/,car_autohome_brand_110,9051.0,",weizhi,威志,weizhi",小型车,,,92a443cdb849b915a55c47f200519f9958634693.jpg,天津一汽,W,1,5.9,small_car,92a443cdb849b915a55c47f200519f9958634693.jpg?imageView2/1/w/160/h/80/,weizhi,Y,国产,0,B,1,0,威志,
xiali-n5,878,1306.0,1.0,夏利N5,,www.baixing.com/ershouqiche/m17497/,car_autohome_brand_110,,",xialiN5,夏利N5,xialiN5",小型车,http://www.taoche.com/buycar/cc/4/,,yiqi(tianjin)xialiN5.jpg,天津一汽,X,1,4.7,small_car,yiqi(tianjin)xialiN5.jpg?imageView2/1/w/160/h/80/,xialiN5,Y,国产,0,B,1,0,夏利N5,
weizhiv2,879,1204.0,6.0,威志V2,,http://www.ganji.com/weizhiv2/,car_autohome_brand_110,9050.0,",weizhiV2,威志V2,weizhiV2",小型车,http://www.taoche.com/buycar/cc/4/,,a0ceaf811ad2bc221ad4865cb428454b1d4d908d.jpg,天津一汽,W,1,5.3,small_car,a0ceaf811ad2bc221ad4865cb428454b1d4d908d.jpg?imageView2/1/w/160/h/80/,weizhiV2,Y,国产,0,B,1,0,威志V2,
senyaM80,913,2013.0,19342.0,森雅M80,,http://www.pahaoche.com/?act=buy&make=142&model=202&price=&time=&gearbox_type=&PALOCID=MA==&gear_miles=,car_autohome_brand_110,,",senyaM80,森雅M80,senyaM80",MPV,,,66731b530e5a9cc94183669698ce893a5828e3c9.jpg,一汽吉林,S,1,6.2,mpv,66731b530e5a9cc94183669698ce893a5828e3c9.jpg?imageView2/1/w/160/h/80/,senyaM80,Y,国产,0,B,1,0,森雅M80,
senyaS80,2131,2014.0,19342.0,森雅S80,,http://www.pahaoche.com/?act=buy&make=142&model=2300&price=&time=&gearbox_type=&PALOCID=MA==&gear_miles=,car_autohome_brand_110,,",senyaS80,森雅S80,senyaS80",小型SUV,,,fe0bff6879662d91f886294085a3e4d689a5aff2.jpg,一汽吉林,S,1,7.4,compact_suv,fe0bff6879662d91f886294085a3e4d689a5aff2.jpg?imageView2/1/w/160/h/80/,senyaS80,Y,国产,0,B,1,0,森雅S80,
yqjiboV70,2464,2960.0,,佳宝V70,,,car_autohome_brand_110,,",jiabaoV70,佳宝V70,jiabaoV70",微面,,,c17a374225b67635aa6add644017001a.png,一汽吉林,J,1,,mb,c17a374225b67635aa6add644017001a.png?imageView2/1/w/160/h/80/,jiabaoV70,Y,国产,0,B,1,0,佳宝V70,
bseries_1779,2603,1651.0,5013.0,坤程,,http://product.cheshi.com/bseries_1779/,car_autohome_brand_110,,",kuncheng,坤程,kuncheng",皮卡,,,yiqikuncheng.jpg,一汽通用,K,1,10.3,pickup,yiqikuncheng.jpg?imageView2/1/w/160/h/80/,kuncheng,Y,合资,0,B,1,0,坤程,
weizhiv5,2716,1589.0,1.0,威志V5,,http://www.taoche.com/buycar/serial/weizhiv5/,car_autohome_brand_110,9050.0,",weizhiV5,威志V5,weizhiV5",小型车,http://www.taoche.com/buycar/cc/4/,,b0474f8f4a4bf1b31687cd719bea2680da22e2dc.jpg,天津一汽,W,1,5.8,small_car,b0474f8f4a4bf1b31687cd719bea2680da22e2dc.jpg?imageView2/1/w/160/h/80/,weizhiV5,Y,国产,0,B,1,0,威志V5,
bseries_2007,2781,1846.0,5013.0,夏利N7,,http://product.cheshi.com/bseries_2007/,car_autohome_brand_110,,",xialiN7,夏利N7,xialiN7",小型车,,,yiqi(tianjin)xialiN7.jpg,天津一汽,X,1,4.9,small_car,yiqi(tianjin)xialiN7.jpg?imageView2/1/w/160/h/80/,xialiN7,Y,国产,0,B,1,0,夏利N7,
car_autohome_model_2870,2870,3383.0,,佳宝V70 II代,,,car_autohome_brand_110,,",jiabaoV70 IIdai,佳宝V70 II代,jiabaoV70 IIdai",微面,,,65f67ad4ced897e305178f92cece1dca.png,一汽吉林,J,1,,,65f67ad4ced897e305178f92cece1dca.png?imageView2/1/w/160/h/80/,jiabaoV70 IIdai,Y,国产,0,B,1,0,佳宝V70 II代,
yiqijunpaiD60,3081,2492.0,,骏派D60,,,car_autohome_brand_110,,",junpaiD60,骏派D60,junpaiD60",小型SUV,,,33de28b966becef1284a6b33b6e29b81.jpg,天津一汽,J,1,7.8,small_suv,33de28b966becef1284a6b33b6e29b81.jpg?imageView2/1/w/160/h/80/,junpaiD60,Y,国产,0,B,1,0,骏派D60,
yiqisenyaR7,3824,2664.0,,森雅R7,,,car_autohome_brand_110,,",senyaR7,森雅R7,senyaR7",小型SUV,,,19981016d4fa314ffd29d87917d64478.png,一汽吉林,S,1,,small_suv,19981016d4fa314ffd29d87917d64478.png?imageView2/1/w/160/h/80/,senyaR7,Y,国产,0,B,1,0,森雅R7,
yema-f99,939,411.0,6.0,野马F99,,http://www.ganji.com/yema-f99/,chuanqiyema,8257.0,",yemaF99,野马F99,yemaF99",小型SUV,http://www.taoche.com/buycar/cc/8/,,yemaF99.jpg,野马汽车,Y,1,6.2,small_suv,yemaF99.jpg?imageView2/1/w/160/h/80/,yemaF99,Y,国产,0,B,1,0,野马F99,
yema-f10,2378,1450.0,1.0,野马F10,,http://www.taoche.com/buycar/serial/yemaf10/,chuanqiyema,8257.0,",yemaF10,野马F10,yemaF10",小型SUV,http://www.taoche.com/buycar/cc/8/,,yemaF10.jpg,野马汽车,Y,1,5.6,compact_suv,yemaF10.jpg?imageView2/1/w/160/h/80/,yemaF10,Y,国产,0,B,1,0,野马F10,
chuanqiyema-f16,2440,2116.0,0.0,野马F16,,,chuanqiyema,,",yemaF16,野马F16,yemaF16",小型SUV,,,9741688ac604fc0d32c57848232e3080.png,野马汽车,Y,1,6.1,small_car,9741688ac604fc0d32c57848232e3080.png?imageView2/1/w/160/h/80/,yemaF16,Y,国产,0,B,1,0,野马F16,
yema-f12,2445,1451.0,1.0,野马F12,,http://www.ganji.com/yema-f99/,chuanqiyema,8257.0,",yemaF12,野马F12,yemaF12",小型SUV,,,yemaF12.jpg,野马汽车,Y,1,5.9,compact_suv,yemaF12.jpg?imageView2/1/w/160/h/80/,yemaF12,Y,国产,0,B,1,0,野马F12,
yemaT70,2888,2420.0,,野马T70,,,chuanqiyema,,",yemaT70,野马T70,yemaT70",紧凑型SUV,,,3a6ea8f583443dd44dbee7e6a39c0695.jpg,野马汽车,Y,1,10.7,compact_suv,3a6ea8f583443dd44dbee7e6a39c0695.jpg?imageView2/1/w/160/h/80/,yemaT70,Y,国产,0,B,1,0,野马T70,
ymT80,3765,2828.0,,野马T80,,,chuanqiyema,,",yemaT80,野马T80,yemaT80",紧凑型SUV,,,b175f1c2d0d9100ecdcc072353a249fa.png,野马汽车,Y,1,,compact_suv,b175f1c2d0d9100ecdcc072353a249fa.png?imageView2/1/w/160/h/80/,yemaT80,Y,国产,0,B,1,0,野马T80,
ymEC70,3906,3175.0,,野马EC70,,,chuanqiyema,,",yemaEC70,野马EC70,yemaEC70",紧凑型SUV,,,e78b1760a7d767b27179b1f00b5419a2.png,野马汽车,Y,1,,compact_suv,e78b1760a7d767b27179b1f00b5419a2.png?imageView2/1/w/160/h/80/,yemaEC70,Y,国产,0,B,1,0,野马EC70,
ymEC30,4510,2969.0,,野马EC30,,,chuanqiyema,,",yemaEC30,野马EC30,yemaEC30",MPV,,,3cdbb946122b7cd283fb7a7b8c6a25bb.png,野马汽车,Y,1,,mpv,3cdbb946122b7cd283fb7a7b8c6a25bb.png?imageView2/1/w/160/h/80/,yemaEC30,Y,国产,0,B,1,0,野马EC30,
bseries_1984,955,1640.0,5013.0,TERRAIN,,http://product.cheshi.com/bseries_1984/,gmc,,",TERRAIN,TERRAIN,TERRAIN",中型SUV,,,e0ce97e47fed5e6474f17ecffc6ffa6b1204605b.jpg,GMC,T,1,59.0,large_suv,e0ce97e47fed5e6474f17ecffc6ffa6b1204605b.jpg?imageView2/1/w/160/h/80/,TERRAIN,Y,进口,0,B,1,0,TERRAIN,
savana,980,1509.0,2224.0,SAVANA,,http://www.che168.com/china/gmc/savana/,gmc,,",SAVANA,SAVANA,SAVANA",MPV,,,GMCSavana.jpg,GMC,S,1,114.8,mpv,GMCSavana.jpg?imageView2/1/w/160/h/80/,SAVANA,Y,进口,0,B,1,0,SAVANA,
bseries_1983,2355,1636.0,5013.0,SIERRA,,http://product.cheshi.com/bseries_1983/,gmc,,",SIERRA,SIERRA,SIERRA",皮卡,,,GMCSierra.jpg,GMC,S,1,85.0,pickup,GMCSierra.jpg?imageView2/1/w/160/h/80/,SIERRA,Y,进口,0,B,1,0,SIERRA,
fengshens30,790,491.0,6.0,东风风神S30,,http://www.ganji.com/fengshens30/,car_autohome_brand_113,8337.0,",dongfengfengshenS30,东风风神S30,dongfengfengshenS30",紧凑型车,http://www.taoche.com/buycar/cc/7/,,2e2553b83af49ef2b7d8fecdbefd078ea85787db.jpg,东风乘用车,D,1,8.0,compact_car,2e2553b83af49ef2b7d8fecdbefd078ea85787db.jpg?imageView2/1/w/160/h/80/,dongfengfengshenS30,Y,国产,0,B,1,0,东风风神S30,
fengshenh30,1006,492.0,6.0,东风风神H30,,http://www.ganji.com/fengshenh30/,car_autohome_brand_113,8338.0,",dongfengfengshenH30,东风风神H30,dongfengfengshenH30",紧凑型车,http://www.taoche.com/buycar/cc/7/,,ba287e687cd649adede310c8b795dee879e9bbb3.jpg,东风乘用车,D,1,8.3,compact_car,ba287e687cd649adede310c8b795dee879e9bbb3.jpg?imageView2/1/w/160/h/80/,dongfengfengshenH30,Y,国产,0,B,1,0,东风风神H30,
fengshena60,2556,494.0,6.0,东风风神A60,,http://www.ganji.com/fengshena60/,car_autohome_brand_113,8340.0,",dongfengfengshenA60,东风风神A60,dongfengfengshenA60",紧凑型车,http://www.taoche.com/buycar/cc/7/,,898b1d5cd18ceb50aa312ffe35cbf02797012f79.jpg,东风乘用车,D,1,10.4,compact_car,898b1d5cd18ceb50aa312ffe35cbf02797012f79.jpg?imageView2/1/w/160/h/80/,dongfengfengshenA60,Y,国产,0,B,1,0,东风风神A60,
dongfengfengshenE30,3119,2709.0,,东风风神E30,,,car_autohome_brand_113,,",dongfengfengshenE30,东风风神E30,dongfengfengshenE30",微型车,,,612787934d68c3d3597bea4708a77ada.png,东风乘用车,D,1,,mini_car,612787934d68c3d3597bea4708a77ada.png?imageView2/1/w/160/h/80/,dongfengfengshenE30,Y,国产,0,B,1,0,东风风神E30,
dongfengfengshenfengshenAX7,3341,2430.0,,东风风神AX7,,,car_autohome_brand_113,,",dongfengfengshenAX7,东风风神AX7,dongfengfengshenAX7",紧凑型SUV,,,0240a64585aa23bec76a8bf08d4c4a27.jpg,东风乘用车,D,1,13.2,compact_suv,0240a64585aa23bec76a8bf08d4c4a27.jpg?imageView2/1/w/160/h/80/,dongfengfengshenAX7,Y,国产,0,B,1,0,东风风神AX7,
dongfengfengshenfengshenA30,3493,2429.0,,东风风神A30,,,car_autohome_brand_113,,",dongfengfengshenA30,东风风神A30,dongfengfengshenA30",紧凑型车,,,0953f839323d3fe85121513fc12ee859.jpg,东风乘用车,D,1,7.6,compact_car,0953f839323d3fe85121513fc12ee859.jpg?imageView2/1/w/160/h/80/,dongfengfengshenA30,Y,国产,0,B,1,0,东风风神A30,
dongfengfengshenAX3,3786,2603.0,,东风风神AX3,,,car_autohome_brand_113,,",dongfengfengshenAX3,东风风神AX3,dongfengfengshenAX3",小型SUV,,,f2ecf8f6b395b2ceeeb943ea10e9f106.png,东风乘用车,D,1,,small_suv,f2ecf8f6b395b2ceeeb943ea10e9f106.png?imageView2/1/w/160/h/80/,dongfengfengshenAX3,Y,国产,0,B,1,0,东风风神AX3,
dngfngfngshnAX5,4097,2764.0,,东风风神AX5,,,car_autohome_brand_113,,",dongfengfengshenAX5,东风风神AX5,dongfengfengshenAX5",紧凑型SUV,,,977cc1e626bf5e8938443f974ceeebe2.png,东风乘用车,D,1,,compact_suv,977cc1e626bf5e8938443f974ceeebe2.png?imageView2/1/w/160/h/80/,dongfengfengshenAX5,Y,国产,0,B,1,0,东风风神AX5,
hongguang,2139,1121.0,6.0,五菱宏光,,http://www.ganji.com/hongguang/,wuling,8967.0,",wulinghongguang,五菱宏光,wulinghongguang",微面,,,wulinghongguang.jpg,上汽通用五菱,W,1,5.5,mpv,wulinghongguang.jpg?imageView2/1/w/160/h/80/,wulinghongguang,Y,国产,0,B,1,0,五菱宏光,
rongguang,2451,1115.0,6.0,五菱荣光,,http://www.ganji.com/rongguang/,wuling,8961.0,",wulingrongguang,五菱荣光,wulingrongguang",微面,,,wulingrongguang.jpg,上汽通用五菱,W,1,5.0,mb,wulingrongguang.jpg?imageView2/1/w/160/h/80/,wulingrongguang,Y,国产,0,B,1,0,五菱荣光,
wulingzhiguang,2456,1119.0,6.0,五菱之光,,http://www.ganji.com/wulingzhiguang/,wuling,8965.0,",wulingzhiguang,五菱之光,wulingzhiguang",微面,http://www.taoche.com/buycar/cc/5/,,17091972339c9611a40a43e113bcfbb9b893afc6.jpg,上汽通用五菱,W,1,4.1,mb,17091972339c9611a40a43e113bcfbb9b893afc6.jpg?imageView2/1/w/160/h/80/,wulingzhiguang,Y,国产,0,B,1,0,五菱之光,
wuling-rongguangxiaoka,2855,2310.0,0.0,五菱荣光小卡,,,wuling,,",wulingrongguangxiaoqia,五菱荣光小卡,wulingrongguangxiaoqia",微卡,,,wulingrongguangxiaoka.jpg,上汽通用五菱,W,1,3.9,utruck,wulingrongguangxiaoka.jpg?imageView2/1/w/160/h/80/,wulingrongguangxiaoqia,Y,国产,0,B,1,0,五菱荣光小卡,
wlngzhngchng,3570,2957.0,,五菱征程,,,wuling,,",wulingzhengcheng,五菱征程,wulingzhengcheng",轻客,,,f0c325ed30cad5100392dbdb8198ddce.png,上汽通用五菱,W,1,,qk,f0c325ed30cad5100392dbdb8198ddce.png?imageView2/1/w/160/h/80/,wulingzhengcheng,Y,国产,0,B,1,0,五菱征程,
wlngrnggungV,3657,2988.0,,五菱荣光V,,,wuling,,",wulingrongguangV,五菱荣光V,wulingrongguangV",微面,,,bcf664e1251c2cc9ce9e5a67dfe0432c.png,上汽通用五菱,W,1,,mb,bcf664e1251c2cc9ce9e5a67dfe0432c.png?imageView2/1/w/160/h/80/,wulingrongguangV,Y,国产,0,B,1,0,五菱荣光V,
bseries_1335,2093,1694.0,5013.0,大蛇,,http://product.cheshi.com/bseries_1335/,galue,,",dashe,大蛇,dashe",跑车,,,feb3056e9ff28df240f6d5be8f2d0c54.jpg,光冈自动车,D,1,218.0,sc,feb3056e9ff28df240f6d5be8f2d0c54.jpg?imageView2/1/w/160/h/80/,dashe,Y,进口,0,B,1,0,大蛇,
bseries_1336,2094,1707.0,5013.0,女王,,http://product.cheshi.com/bseries_1336/,galue,,",nvwang,女王,nvwang",跑车,,,2970e5e11f7d3ea0fd81f80815090b2e.jpg,光冈自动车,N,1,85.0,sc,2970e5e11f7d3ea0fd81f80815090b2e.jpg?imageView2/1/w/160/h/80/,nvwang,Y,进口,0,B,1,0,女王,
bseries_1338,2095,1686.0,5013.0,嘉路,,http://product.cheshi.com/bseries_1338/,galue,,",jialu,嘉路,jialu",跑车,,,f6d92db31957b574b495161c5331aeca.jpg,光冈自动车,J,1,113.3,luxury_car,f6d92db31957b574b495161c5331aeca.jpg?imageView2/1/w/160/h/80/,jialu,Y,进口,0,B,1,0,嘉路,
car_autohome_model_2097,2097,3390.0,,AC Schnitzer X5,,,car_autohome_brand_117,,",AC Schnitzer X5,AC Schnitzer X5,AC Schnitzer X5",中大型SUV,,,99d72739467df319bfc846e7b284f466.png,AC Schnitzer,A,1,,,99d72739467df319bfc846e7b284f466.png?imageView2/1/w/160/h/80/,AC Schnitzer X5,Y,国产,0,B,1,0,AC Schnitzer X5,
car_autohome_model_2102,2102,3391.0,,Lorinser S级,,,car_autohome_brand_118,,",Lorinser Sji,Lorinser S级,Lorinser Sji",大型车,,,3b81dec850d0595224eb5d25b2bc9517.png,Lorinser,L,1,,,3b81dec850d0595224eb5d25b2bc9517.png?imageView2/1/w/160/h/80/,Lorinser Sji,Y,国产,0,B,1,0,Lorinser S级,
baodian,2514,731.0,6.0,宝典,,http://www.ganji.com/baodian/,car_autohome_brand_119,8577.0,",baodian,宝典,baodian",皮卡,http://www.taoche.com/buycar/cc/12/,,jianglingbaodian.jpg,江铃汽车,B,1,9.3,pickup,jianglingbaodian.jpg?imageView2/1/w/160/h/80/,baodian,Y,国产,0,B,1,0,宝典,
baowei,2674,732.0,6.0,宝威,,http://www.ganji.com/baowei/,car_autohome_brand_119,8578.0,",baowei,宝威,baowei",中型SUV,http://www.taoche.com/buycar/cc/8/,,c8b2e6d42ae682e139e324f47ffae22f134b3c00.jpg,江铃汽车,B,1,10.4,mid_suv,c8b2e6d42ae682e139e324f47ffae22f134b3c00.jpg?imageView2/1/w/160/h/80/,baowei,Y,国产,0,B,1,0,宝威,
bseries_1857,2860,1688.0,5013.0,域虎7,,http://product.cheshi.com/bseries_1857/,car_autohome_brand_119,,",yuhu7,域虎7,yuhu7",皮卡,,,jianglingyuhu.jpg,江铃汽车,Y,1,14.1,pickup,jianglingyuhu.jpg?imageView2/1/w/160/h/80/,yuhu7,Y,国产,0,B,1,0,域虎7,
baojun-lechi,155,1352.0,6.0,乐驰,,http://www.taoche.com/buycar/serial/lechi/,baojun,8176.0,",lechi,乐驰,lechi",微型车,http://www.taoche.com/buycar/cc/2/,,baojunlechi.jpg,上汽通用五菱,L,1,4.7,mini_car,baojunlechi.jpg?imageView2/1/w/160/h/80/,lechi,Y,国产,0,B,1,0,乐驰,
baojun630,2236,330.0,6.0,宝骏630,,http://www.ganji.com/baojun630/,baojun,8176.0,",baojun630,宝骏630,baojun630",紧凑型车,http://www.taoche.com/buycar/cc/7/,,8b37079c880095d11e1fe5dc8dc8321ad4f5e341.jpg,上汽通用五菱,B,1,7.5,compact_car,8b37079c880095d11e1fe5dc8dc8321ad4f5e341.jpg?imageView2/1/w/160/h/80/,baojun630,Y,国产,0,B,1,0,宝骏630,
baojun610,3343,2409.0,,宝骏610,,,baojun,,",baojun610,宝骏610,baojun610",紧凑型车,,,e733637a3d7bf6e031d237933a592651.jpg,上汽通用五菱,B,1,7.6,compact_car,e733637a3d7bf6e031d237933a592651.jpg?imageView2/1/w/160/h/80/,baojun610,Y,国产,0,B,1,0,宝骏610,
baojun730,3412,2412.0,,宝骏730,,,baojun,,",baojun730,宝骏730,baojun730",MPV,,,7fec8c86d8dff2eb6837a6815ba6c7b7.jpg,上汽通用五菱,B,1,7.8,mpv,7fec8c86d8dff2eb6837a6815ba6c7b7.jpg?imageView2/1/w/160/h/80/,baojun730,Y,国产,0,B,1,0,宝骏730,
baojun560,3677,2519.0,,宝骏560,,,baojun,,",baojun560,宝骏560,baojun560",紧凑型SUV,,,c364471aec5595feeb94399085dae892.jpg,上汽通用五菱,B,1,8.3,compact_suv,c364471aec5595feeb94399085dae892.jpg?imageView2/1/w/160/h/80/,baojun560,Y,国产,0,B,1,0,宝骏560,
baojun330,3774,2605.0,,宝骏330,,,baojun,,",baojun330,宝骏330,baojun330",小型车,,,117ce2ae3b42aee9c44142130822e7ff.png,上汽通用五菱,B,1,,small_car,117ce2ae3b42aee9c44142130822e7ff.png?imageView2/1/w/160/h/80/,baojun330,Y,国产,0,B,1,0,宝骏330,
bojnE100,3993,2863.0,,宝骏E100,,,baojun,,",baojunE100,宝骏E100,baojunE100",微型车,,,41889fc474ccd88388da28e9c1c2b7bd.png,上汽通用五菱,B,1,,mini_car,41889fc474ccd88388da28e9c1c2b7bd.png?imageView2/1/w/160/h/80/,baojunE100,Y,国产,0,B,1,0,宝骏E100,
bseries_1499,2341,1886.0,5013.0,启辰D50,,http://product.cheshi.com/bseries_1499/,logo_245,,",qichenD50,启辰D50,qichenD50",紧凑型车,,,dbe1692eaeeb60697107ff14a8cfe155c4bcd3b1.jpg,东风启辰,Q,1,7.8,compact_car,dbe1692eaeeb60697107ff14a8cfe155c4bcd3b1.jpg?imageView2/1/w/160/h/80/,qichenD50,Y,国产,0,B,1,0,启辰D50,
bseries_1853,2867,1888.0,5013.0,启辰R50,,http://product.cheshi.com/bseries_1853/,logo_245,,",qichenR50,启辰R50,qichenR50",紧凑型车,,,22aca08c4852c7b3501e894b25841fc42ce3e170.jpg,东风启辰,Q,1,7.8,compact_car,22aca08c4852c7b3501e894b25841fc42ce3e170.jpg?imageView2/1/w/160/h/80/,qichenR50,Y,国产,0,B,1,0,启辰R50,
qichenchenfeng,2955,2447.0,,晨风,,,logo_245,,",chenfeng,晨风,chenfeng",紧凑型车,,,3f6cb69d92b835611b669a1f4fd90e40.jpg,东风启辰,C,1,27.4,compact_car,3f6cb69d92b835611b669a1f4fd90e40.jpg?imageView2/1/w/160/h/80/,chenfeng,Y,国产,0,B,1,0,晨风,
bseries_1975,3226,1887.0,5013.0,启辰R50X,,http://product.cheshi.com/bseries_1975/,logo_245,,",qichenR50X,启辰R50X,qichenR50X",紧凑型车,,,qichenR50X.jpg,东风启辰,Q,1,8.6,compact_car,qichenR50X.jpg?imageView2/1/w/160/h/80/,qichenR50X,Y,国产,0,B,1,0,启辰R50X,
qichenR30,3475,2445.0,,启辰R30,,,logo_245,,",qichenR30,启辰R30,qichenR30",小型车,,,c91572baab91917b85d3779f0846d4f9.jpg,东风启辰,Q,1,4.4,small_car,c91572baab91917b85d3779f0846d4f9.jpg?imageView2/1/w/160/h/80/,qichenR30,Y,国产,0,B,1,0,启辰R30,
